"gbifID","kingdom","phylum","class","order","family","species","scientificName","year","samplingProtocol","decimalLatitude","decimalLongitude","gender","count"
"2012823626","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,"culling - shooting",51.25928,4.27242,"male",1
"2012823627","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.24842,4.29638,"male",1
"2012823628","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,"male",1
"2012823629","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,"male",1
"2012823632","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24829,4.22985,"male",1
"2012823633","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.25441,4.23658,"male",1
"2012823635","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.24842,4.29638,"male",1
"2012823643","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,"male",1
"2012823644","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.30462,4.34987,"male",1
"2012823646","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,"culling - shooting",51.25928,4.27242,"male",1
"2012823647","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,"male",1
"2012823648","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,"male",1
"2012823659","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2015,"culling - shooting",50.98584,4.50913,"male",1
"2012823660","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.06886,2.67718,"male",1
"2012823662","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.06375,4.43975,"male",1
"2012823663","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.1015,4.01453,"male",1
"2012823665","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,"male",1
"2012823666","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",50.83934,2.89668,"male",1
"2012823673","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,"male",2
"2012823681","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.32873,3.23106,"male",1
"2012823686","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.17638,2.92896,"male",1
"2012823691","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",51.24141,3.30152,"male",1
"2012823692","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",51.24842,4.29638,"male",2
"2012823697","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",50.98624,2.85161,"male",1
"2012823699","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",51.02372,4.03352,"male",1
"2012823707","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",51.24842,4.29638,"male",1
"2012823708","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,"culling - shooting",51.17638,2.92896,"male",1
"2012823714","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,"culling - shooting",51.24227,3.31286,"male",1
"3072643301","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2020,"culling - shooting",50.98624,2.85161,"male",1
"3072643303","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2019,"culling - shooting",51.15384,3.70662,"male",1
"2012823630","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,"female",1
"2012823635","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.24842,4.29638,"female",1
"2012823636","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,"culling - shooting",51.25928,4.27242,"female",1
"2012823639","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,"female",1
"2012823643","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,"culling - shooting",51.24842,4.29638,"female",1
"2012823644","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.30462,4.34987,"female",1
"2012823649","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,"female",1
"2012823654","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.26127,4.21084,"female",2
"2012823655","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,"female",1
"2012823656","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.1746,3.55257,"female",1
"2012823662","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.06375,4.43975,"female",1
"2012823664","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,"female",1
"2012823673","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,"female",1
"2012823676","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.23307,4.34748,"female",1
"2012823681","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.32873,3.23106,"female",1
"2012823685","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",50.98584,4.50913,"female",1
"2012823686","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.17638,2.92896,"female",1
"2012823698","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.27016,4.19517,"female",1
"2012823700","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.24842,4.29638,"female",1
"2012823702","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,"culling - shooting",51.28334,4.3933,"female",1
"2012823711","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,"culling - shooting",51.06886,2.67718,"female",2
"3072643301","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2020,"culling - shooting",50.98624,2.85161,"female",1
"3072643305","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2019,"culling - shooting",51.3218,4.21849,"female",1
"2012823630","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,"missing",2
"2012823637","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,"Capture",50.81623,3.31125,"missing",4
"2012823644","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,"culling - shooting",51.30462,4.34987,"missing",7
"2012823650","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,"culling - shooting",51.24842,4.29638,"missing",1
"2012823655","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,"missing",1
"2012823660","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,"culling - shooting",51.06886,2.67718,"missing",2
"2012823664","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,"missing",4
"2012823667","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"Capture",51.17179,3.56365,"missing",1
"2012823668","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,"culling - shooting",51.24842,4.29638,"missing",1
"2012823698","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,"culling - shooting",51.27016,4.19517,"missing",5
"2012823708","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,"culling - shooting",51.17638,2.92896,"missing",2
