"gbifID","kingdom","phylum","class","order","family","species","scientificName","year","count","decimalLatitude","decimalLongitude"
3072643306,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2020,2,50.98624,2.85161
3072643305,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2019,1,51.3218,4.21849
3072643304,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2019,1,51.3218,4.21849
3072643303,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2019,1,51.15384,3.70662
3072643302,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2019,1,51.15384,3.70662
3072643301,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2020,2,50.98624,2.85161
2012823715,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,51.24842,4.29638
2012823714,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,1,51.24227,3.31286
2012823713,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura leucocephala","Oxyura leucocephala (Scopoli, 1769)",2017,1,51.24842,4.29638
2012823712,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,2,51.28334,4.3933
2012823711,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,2,51.06886,2.67718
2012823710,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,2,51.06886,2.67718
2012823709,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,3,51.17638,2.92896
2012823708,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2018,3,51.17638,2.92896
2012823707,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,51.24842,4.29638
2012823706,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,51.02372,4.03352
2012823705,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,51.26127,4.21084
2012823704,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,2,51.28334,4.3933
2012823703,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,51.24842,4.29638
2012823702,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,51.28334,4.3933
2012823701,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,1,51.25928,4.27242
2012823700,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,1,51.24842,4.29638
2012823699,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,51.02372,4.03352
2012823698,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,6,51.27016,4.19517
2012823697,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,50.98624,2.85161
2012823696,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,1,51.24842,4.29638
2012823695,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,51.24842,4.29638
2012823694,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,1,51.27016,4.19517
2012823693,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,2,51.32873,3.23106
2012823692,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,2,51.24842,4.29638
2012823691,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,51.24141,3.30152
2012823690,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,1,51.23307,4.34748
2012823689,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,51.24141,3.30152
2012823688,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura leucocephala","Oxyura leucocephala (Scopoli, 1769)",2017,1,51.24842,4.29638
2012823687,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,3,51.24842,4.29638
2012823686,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,2,51.17638,2.92896
2012823685,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,50.98584,4.50913
2012823684,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,6,51.27016,4.19517
2012823683,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,2,51.17638,2.92896
2012823682,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,50.98624,2.85161
2012823681,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,2,51.32873,3.23106
2012823680,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,4,50.81623,3.31125
2012823679,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,2,51.24842,4.29638
2012823678,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,2,51.39884,4.46865
2012823677,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2017,1,50.98584,4.50913
2012823676,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,1,51.23307,4.34748
2012823675,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,9,51.30462,4.34987
2012823674,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,1,51.17179,3.56365
2012823673,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,3,51.24842,4.29638
2012823672,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,1,51.1015,4.01453
2012823671,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,2,51.06375,4.43975
2012823670,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,1,51.24842,4.29638
2012823669,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2015,1,50.98584,4.50913
2012823668,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,1,51.24842,4.29638
2012823667,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,1,51.17179,3.56365
2012823666,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,1,50.83934,2.89668
2012823665,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,1,51.24842,4.29638
2012823664,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,5,51.24842,4.29638
2012823663,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,1,51.1015,4.01453
2012823662,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,2,51.06375,4.43975
2012823661,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,1,51.10066,4.01821
2012823660,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,3,51.06886,2.67718
2012823659,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2015,1,50.98584,4.50913
2012823658,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,2,51.06886,2.67718
2012823657,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,1,50.83934,2.89668
2012823656,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2016,1,51.1746,3.55257
2012823655,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,2,51.24842,4.29638
2012823654,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,2,51.26127,4.21084
2012823653,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2015,1,50.98584,4.50913
2012823652,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2014,6,51.26127,4.21084
2012823651,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2009,1,51.24842,4.29638
2012823650,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,1,51.24842,4.29638
2012823649,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,1,51.24842,4.29638
2012823648,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,1,51.24842,4.29638
2012823647,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,1,51.24842,4.29638
2012823646,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,1,51.25928,4.27242
2012823645,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,5,51.24842,4.29638
2012823644,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,9,51.30462,4.34987
2012823643,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,2,51.24842,4.29638
2012823642,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,1,51.1015,4.01453
2012823641,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,4,51.24842,4.29638
2012823640,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,5,51.24842,4.29638
2012823639,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,1,51.24842,4.29638
2012823638,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,1,51.1015,4.01453
2012823637,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,4,50.81623,3.31125
2012823636,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,1,51.25928,4.27242
2012823635,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,2,51.24842,4.29638
2012823634,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,6,51.24842,4.29638
2012823633,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,1,51.25441,4.23658
2012823632,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,1,51.24829,4.22985
2012823631,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,1,51.24842,4.29638
2012823630,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,3,51.24842,4.29638
2012823629,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2011,1,51.24842,4.29638
2012823628,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2010,1,51.24842,4.29638
2012823627,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2013,1,51.24842,4.29638
2012823626,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura jamaicensis","Oxyura jamaicensis (Gmelin, 1789)",2012,1,51.25928,4.27242
